,Unnamed: 0,S#,Date,Islamic Date,Blast Day Type,Holiday Type,Time,City,Latitude,Longitude,Province,Location,Location Category,Location Sensitivity,Open/Closed Space,Influencing Event/Event,Target Type,Targeted Sect if any,Killed Min,Killed Max,Injured Min,Injured Max,No. of Suicide Blasts,Explosive Weight (max),Hospital Names,Temperature(C),Temperature(F),Day,Date-old,Islamic Date Old,coordinates,Islamic Month,Year,Weights
266,266,267,2010-07-12,<ummalqura.hijri_date.HijriDate object at 0x122cc03c8>,Working Day,,,kohat,33.5833,71.4333,kpk,outside the guest house of a pro-Government tribal elder-Malik Swab Khan-in Kohat District,Government,Low,Open,,Government Official,None,,0.0,,0,1.0,,,32.205,89.969,Monday,Monday-July 12-2010,30 Rajab 1431 A.H,"(33.5833,71.4333)",7,2010,0
267,267,268,2010-07-18,<ummalqura.hijri_date.HijriDate object at 0x122cc0470>,Holiday,Weekend,,sargodha,32.0791,72.6718,punjab,Dar-ul-uloom muhamdia imambargh,Religious,Medium,Closed,,Religious,Shiite,3.0,4.0,9.0,26,1.0,,,34.805,94.649,Sunday,Sunday-July 18-2010,6 SHa`baan 1431 A.H,"(32.0791,72.6718)",8,2010,0
268,268,269,2010-07-26,<ummalqura.hijri_date.HijriDate object at 0x122cc0518>,Working Day,,,nowshehra,34.0322,73.0944,kpk,Nowshera near Provincial Info Ministr house ,Residence,Medium,Closed,,Government Official,Sunni,,8.0,23.0,25,1.0,10 kg,Lady Reading Hospital Peshwar,31.52,88.736,Monday,Monday-July 26-2010,14 SHa`baan 1431 A.H,"(34.0322,73.0944)",8,2010,10
269,269,270,2010-08-04,<ummalqura.hijri_date.HijriDate object at 0x122cc05c0>,Working Day,,around 4:30 PM,peshawar,34.0043,71.5448,kpk,FC chowk near Dean's trade center,Mobile,High,Open,,Military,None,3.0,4.0,11.0,14,1.0,10Kg,,28.59,83.462,Wednesday,Wednesday-August 4-2010,23 SHa`baan 1431 A.H,"(34.0043,71.5448)",8,2010,10
270,270,271,2010-08-23,<ummalqura.hijri_date.HijriDate object at 0x122cc0630>,Working Day,,,south waziristan,32.3202,69.8597,fata,Wana-mosque,Religious,Medium,Closed,Pro-Government cleric,Anti-Militants,Sunni,26.0,30.0,,40,1.0,20Kg,,25.23,77.414,Monday,Monday-August 23-2010,13 RamaDHaan 1431 A.H.,"(32.3202,69.8597)",9,2010,20
271,271,272,2010-09-01,<ummalqura.hijri_date.HijriDate object at 0x122cc06d8>,Working Day,,6:55pm/7:00pm/7:10pm,lahore,31.5451,74.3407,punjab,1)First blast lower mal gate 2)Ghaznavi street urdu bazar 3) Bhati Chowk ,Park/Ground,Low,Open,Yaum-e-Ali,Religious,Shiite,27.0,43.0,150.0,243,3.0,,1)Mayo Hospital 2)Sir ganga Ram Hospital  ,31.97,89.546,Wednesday,Wednesday-September 1-2010,23 RamaDHaan 1431 A.H,"(31.5451,74.3407)",9,2010,0
272,272,273,2010-09-03,<ummalqura.hijri_date.HijriDate object at 0x122cc0710>,Working Day,,,quetta,30.2095,67.0182,baluchistan,Mizan chowk Quetta,Park/Ground,Low,Open,Al-Quds Rally organized by Imamia stdents organization,Civilian,None,54.0,62.0,150.0,200,1.0,15Kg,1.Combined Miltry Hospital                2.Civil Hospital ,26.745,80.141,Friday,Friday-September 3-2010,24 RamaDHaan 1431 A.H.,"(30.2095,67.0182)",9,2010,15
273,273,274,2010-09-03,<ummalqura.hijri_date.HijriDate object at 0x122cc0780>,Working Day,,,mardan,34.1982,72.0444,kpk,worship place of the Ahmedis in Muslimabad area ,Religious,Medium,Closed,,Religious,None,,1.0,,4,1.0,,,27.875,82.175,Friday,Friday-September 3-2010,24 RamaDHaan 1431 A.H.,"(34.1982,72.0444)",9,2010,0
274,274,275,2010-09-06,<ummalqura.hijri_date.HijriDate object at 0x122cc07f0>,Holiday,Defence Day,7:05:00 AM,lakki marwat,32.6018,70.9148,kpk,lakki marwat Police Station,Police,High,Closed,,Police,None,15.0,19.0,34.0,57,1.0,600 kg,1.Civil Hospital      2.DHQ Hospital,26.635,79.943,Monday,Monday-September 6-2010,27 RamaDHaan 1431 A.H,"(32.6018,70.9148)",9,2010,600
275,275,276,2010-09-09,<ummalqura.hijri_date.HijriDate object at 0x122cc0860>,Working Day,,12:30:00 PM,quetta,30.2095,67.0182,baluchistan,Raily Housing Society Near Finance Minnister House Quetta,Residence,Medium,Open,,Government Official,None,2.0,5.0,3.0,6,1.0,15 kg,,25.8,78.44,Thursday,Thursday-September 9-2010,30 RamaDHaan 1431 A.H,"(30.2095,67.0182)",9,2010,15
276,276,277,2010-10-07,<ummalqura.hijri_date.HijriDate object at 0x122cc0898>,Working Day,,6:45:00 PM,karachi,24.9918,66.9911,sindh,Shrine of Abdullah shah ghazi in Clifton,Religious,Medium,Closed,Attendess at shrine,Religious,Sunni,6.0,10.0,60.0,77,2.0, 6 kg,1. JPMC 2. Civil Hospital KHI,30.45,86.81,Thursday,Thursday-October 7-2010,28 SHawwal 1431 A.H,"(24.9918,66.9911)",10,2010,6
277,277,278,2010-10-18,<ummalqura.hijri_date.HijriDate object at 0x122cc0908>,Working Day,,,lakki marwat,32.6018,70.9148,kpk,jabukhel village,Park/Ground,Low,Open,police tried to stop the car but the driver exploded the car in residential area,civilian,None,,,5.0,14,1.0,1200Kg,,20.785,69.413,Monday,Monday-October 18-2010,10 Thw al-Qi`dah 1431 A.H,"(32.6018,70.9148)",11,2010,1200
278,278,279,2010-11-01,<ummalqura.hijri_date.HijriDate object at 0x122cc09b0>,Working Day,,8:45:00 AM,swabi,34.1335,72.4702,kpk,District Shahmanoor Police Lines Swabi,Police,High,Open,,Police,None,2.0,5.0,10.0,13,1.0,12 kg ,1.Judicial Complex ,18.87,65.96600000000001,Monday,Monday-November 1-2010,24 Thw al-Qi`dah 1431 A.H,"(34.1335,72.4702)",11,2010,12
279,279,280,2010-11-05,<ummalqura.hijri_date.HijriDate object at 0x122cc0a20>,Working Day,,1:30:00 PM,dara adam khel,33.6854,71.5131,kpk,Dara Adam Khel Corwded Mosque ,Religious,Medium,Closed,,Religious,Sunni,61.0,76.0,70.0,132,1.0,15Kg,1.District Headqurters Hospital 2.Lady reading hospital ,20.1,68.18,Friday,Friday-November 5-2010,28 Thw al-Qi`dah 1431 A.H,"(33.6854,71.5131)",11,2010,15
280,280,281,2010-11-11,<ummalqura.hijri_date.HijriDate object at 0x122cc0a90>,Working Day,,8:10:00 PM,karachi,24.9918,66.9911,sindh,Crime Investigation Department,Military,High,Closed,,Military,None,16.0,20.0,100.0,140,1.0,1000 Kg ,,28.175,82.715,Thursday,Thursday-November 11-2010,5 Thw al-Hijjah 1431 A.H,"(24.9918,66.9911)",12,2010,1000
281,281,282,2010-11-11,<ummalqura.hijri_date.HijriDate object at 0x122cc0ac8>,Working Day,,,poonch,33.8243,73.7949,ajk,Rawalacot Security force vehicle,Mobile,Low,open,,Military,,,0.0,,2,1.0,,1.Zahid hospital ,18.315,64.967,Thursday,Thursday-November 11-2010,5 Thw al-Hijjah 1431 A.H,"(33.8243,73.7949)",12,2010,0
282,282,283,2010-11-14,<ummalqura.hijri_date.HijriDate object at 0x122cc0b00>,Holiday,Weekend,,south waziristan,32.3202,69.8597,fata,Shakai village ,Market,Low,Open,,Anti-Militants,Sunni,,1.0,,8,1.0,,Wana hospital,7.985,46.37300000000001,Sunday,Sunday-November 14-2010,8 Thw al-Hijjah 1431 A.H,"(32.3202,69.8597)",12,2010,0
283,283,284,2010-11-30,<ummalqura.hijri_date.HijriDate object at 0x122cc0b70>,Working Day,,8:45:00 AM,bannu,32.935,70.6688,kpk,near furniture market-Banu,Mobile,High,Open,police van crossing the chowk,Police,None,2.0,6.0,6.0,22,1.0, 12 kg,,9.975,49.955,Tuesday,Tuesday-November 30-2010,24 Thw al-Hijjah 1431 A.H,"(32.935,70.6688)",12,2010,12
284,284,285,2010-12-06,<ummalqura.hijri_date.HijriDate object at 0x122cc0be0>,Working Day,,2:00:00 PM,mohmand agency,32.9746,70.1456,fata,Mohmad Agency-Ghalani area-Political  Agent office ,Government,High,Closed,,Government Official,None,40.0,50.0,60.0,100,2.0,,1.Tehsil Headquarters Ghalani  2.Lady Reading ,5.08,41.144,Monday,Monday-December 6-2010,30 Thw al-Hijjah 1431 A.H,"(32.9746,70.1456)",12,2010,0
285,285,286,2010-12-07,<ummalqura.hijri_date.HijriDate object at 0x122cc0c50>,Working Day,,,quetta,30.2095,67.0182,baluchistan,railway level crossing sryab pattak,Transport,Low,Open,Minister Balochistan,Government Official,None,,,10.0,12,1.0,,CMH ,4.51,40.118,Tuesday,Tuesday-December 7-2010,1 MuHarram 1432 A.H,"(30.2095,67.0182)",1,2010,0
286,286,287,2010-12-08,<ummalqura.hijri_date.HijriDate object at 0x122cc0cc0>,Working Day,,1:00:00 PM,kohat,33.5833,71.4333,kpk,Kohat Bus stand,Transport,Low,Open,,Civilian,None,18.0,20.0,,32,1.0,10 kg,,12.205,53.969,Wednesday,Wednesday-December 8-2010,2 MuHarram 1432 A.H,"(33.5833,71.4333)",1,2010,10
287,287,288,2010-12-10,<ummalqura.hijri_date.HijriDate object at 0x122cc0cf8>,Working Day,,4:00:00 PM,hangu,33.5351,71.0713,kpk,Pass Killay area-under construction Private Hospital,Hospital,Low,Closed,,civilian,None,10.0,17.0,16.0,30,1.0,400 KG,Hospitals in Kohat Division,10.385,50.69300000000001,Friday,Friday-December 10-2010,4 MuHarram 1432 A.H,"(33.5351,71.0713)",1,2010,400
288,288,289,2010-12-23,<ummalqura.hijri_date.HijriDate object at 0x122cc0d68>,Working Day,,,islamabad,33.718,73.0718,capital,Entrance to imambargah,Religious,Medium,Closed,,religious,Sunni,,1.0,,2,1.0,,,11.73,53.114,Thursday,Thursday-December 23-2010,17 MuHarram 1432 A.H,"(33.718,73.0718)",1,2010,0
289,289,290,2010-12-24,<ummalqura.hijri_date.HijriDate object at 0x122cc0da0>,Working Day,,,peshawar,34.0043,71.5448,kpk,Mall road peshawar,Police,High,Open,Police was not sure about the bmbers target,Civilian,None,,4.0,,24,1.0,10 kg ,lady Reading Hospital-CMH,10.845,51.521,Friday,Friday-December 24-2010,18 MuHarram 1432 A.H,"(34.0043,71.5448)",1,2010,10
290,290,291,2010-12-25,<ummalqura.hijri_date.HijriDate object at 0x122cc0e10>,Holiday,Christmas/ birthday of Quaid-e-Azam,,bajaur agency,34.8718,71.5249,fata,WFP office Khar,Foreign,High,Closed,target was police checkpost,Police,None,42.0,47.0,80.0,105,1.0,,,9.705,49.469,Saturday,Saturday-December 25-2010,19 MuHarram 1432 A.H,"(34.8718,71.5249)",1,2010,0
291,291,292,2010-12-27,<ummalqura.hijri_date.HijriDate object at 0x122cc0e48>,Working Day,,Evening,muzaffarabad,34.3597,73.4711,ajk,Procession from Neelam Valley,Park/Ground,Medium,Open,,religious,Shiite,,7.0,,65,1.0,,,9.24,48.632,Monday,Monday-December 27-2010,21 MuHarram 1432 A.H,"(34.3597,73.4711)",1,2010,0
292,292,293,2011-01-12,<ummalqura.hijri_date.HijriDate object at 0x122cc0eb8>,Working Day,,Evening,bannu,32.935,70.6688,kpk,Bannu Police Station,Religious,Medium,Closed,,civilian,Sunni,18.0,20.0,15.0,20,1.0,1000 kg,Bannu's Main hospital,7.775,45.995,Wednesday,Wednesday-January 12-2011,8 safar 1432 A.H,"(32.935,70.6688)",2,2011,1000
293,293,294,2011-01-25,<ummalqura.hijri_date.HijriDate object at 0x122cc0f28>,Working Day,,Evening,lahore,31.5451,74.3407,punjab,Urdu Bazar intersection on circular road,Police,High,Open,Hazrat Imam Hussain Chehlum Procession,Religious,Shiite,11.0,17.0,71.0,80,1.0,5Kg,Mayo Hospital-ganagaram hospital,14.165,57.497,Tuesday,Tuesday-January 25-2011,21 safar 1432 A.H,"(31.5451,74.3407)",2,2011,5
294,294,295,2011-01-27,<ummalqura.hijri_date.HijriDate object at 0x122cc0fd0>,Working Day,,,bajaur agency,34.8718,71.5249,fata,Sarameena area of Khar tehsil in the Bajaur Agency,Military,High,Open,,Military,None,,0.0,,0,1.0,,,10.395,50.71100000000001,Thursday,Thursday-January 27-2011,23 safar 1432 A.H,"(34.8718,71.5249)",2,2011,0
295,295,296,2011-01-31,<ummalqura.hijri_date.HijriDate object at 0x122cbe080>,Working Day,,Morning,peshawar,34.0043,71.5448,kpk,Kohat road Garhi Kamruddin over head bridge,Mobile,High,Open,Police car,Police,None,5.0,7.0,14.0,16,1.0,7Kg,,14.355,57.839,Monday,Monday-January 31-2011,27 safar 1432 A.H,"(34.0043,71.5448)",2,2011,7
296,296,297,2011-02-10,<ummalqura.hijri_date.HijriDate object at 0x122cbe128>,Working Day,,8:00 AM/8:15:00 AM,mardan,34.1982,72.0444,kpk,Punjab Regiment Center,Military,High,Open,,Military,None,28.0,36.0,35.0,50,1.0,9Kg,CMH Mardan-CMH rawalpindi,11.06,51.908,Thursday,Thursday-February 10-2011,7 Raby` al-awal 1432 A.H,"(34.1982,72.0444)",3,2011,9
297,297,298,2011-02-11,<ummalqura.hijri_date.HijriDate object at 0x122cbe160>,Working Day,,,mohmand agency,32.9746,70.1456,fata,Dabo Dheri checkpost in Prang Ghar ,Police,High,Open,,Police,None,,1.0,,3,1.0,,,1.445,34.601,Friday,Friday-February 11-2011,8 Raby` al-awal 1432 A.H,"(32.9746,70.1456)",3,2011,0
298,298,299,2011-02-12,<ummalqura.hijri_date.HijriDate object at 0x122cbe1d0>,Working Day,,Saturday Morning,malakand,34.503,71.9046,kpk,Batakhel area,Residence,Low,Closed,security forces were trying to arest the bomber,Military,None,1.0,3.0,,,1.0,,,8.305,46.949,Saturday,Saturday-February 12-2011,9 Raby` al-awal 1432 A.H,"(34.503,71.9046)",3,2011,0
299,299,300,2011-02-19,<ummalqura.hijri_date.HijriDate object at 0x122cbe208>,Working Day,,,bannu,32.935,70.6688,kpk,police station in bannu,Police,High,Open,,Police,None,,,,4,1.0,,,5.45,41.81,Saturday,Saturday-February 19-2011,16 Raby` al-awal 1432 A.H,"(32.935,70.6688)",3,2011,0
300,300,301,2011-03-01,<ummalqura.hijri_date.HijriDate object at 0x122cbe240>,Working Day,,Night,karachi,24.9918,66.9911,sindh,near MDA flats along national highway-in Shah Latif Town,Park/Ground,Low,Open,,civilian,None,,0.0,,0,1.0,,,23.53,74.354,Tuesday,Tuesday-March 1-2011,26 Raby` al-awal 1432 A.H,"(24.9918,66.9911)",3,2011,0
301,301,302,2011-03-03,<ummalqura.hijri_date.HijriDate object at 0x122cbe2e8>,Working Day,,,hangu,33.5351,71.0713,kpk,spin khawri chowk,Mobile,Low,Open,,Police,None,5.0,9.0,30.0,36,1.0,400Kg,,9.565,49.217,Thursday,Thursday-March 3-2011,28 Raby` al-awal 1432 A.H,"(33.5351,71.0713)",3,2011,400
302,302,303,2011-03-09,<ummalqura.hijri_date.HijriDate object at 0x122cbe358>,Working Day,,,peshawar,34.0043,71.5448,kpk,Adezai Village-sheikh Neka graveyard,Park/Ground,Low,Open,,Anti-Militants,Sunni,37.0,43.0,,52,1.0,16Kg,Lady Reading Hospital,18.605,65.48899999999999,Wednesday,Wednesday-March 9-2011,4 Raby` al-THaany 1432 A.H,"(34.0043,71.5448)",4,2011,16
303,303,304,2011-03-24,<ummalqura.hijri_date.HijriDate object at 0x122cbe3c8>,Working Day,,8:00 AM,hangu,33.5351,71.0713,kpk,Rescue 15 Building adjecent to police station in Thall,Police,High,Open,,Police,None,5.0,8.0,25.0,30,1.0,250kg,CMH Thall,22.185,71.933,Thursday,Thursday-March 24-2011,19 Raby` al-THaany 1432 A.H,"(33.5351,71.0713)",4,2011,250
304,304,305,2011-03-30,<ummalqura.hijri_date.HijriDate object at 0x122cbe438>,Working Day,,10:45 AM/ 11:00 AM,swabi,34.1335,72.4702,kpk,Peshawar- Islamabad Motorway-Swabi Interchange,Police,High,Open,,Government Official,None,10.0,13.0,12.0,23,1.0,8Kg,Shahmansoor Hospital Complex/Swabi District Hospital/khunda Civil Hospital and  LRH Peshawar,20.12,68.21600000000001,Wednesday,Wednesday-March 30-2011,25 Raby` al-THaany 1432 A.H,"(34.1335,72.4702)",4,2011,8
305,305,306,2011-03-31,<ummalqura.hijri_date.HijriDate object at 0x122cbe4a8>,Working Day,,12:45 PM,charsadda,34.1509,71.7359,kpk,Near DCO office-Nowshehra road,Park/Ground,Low,Open,,Government Official,None,,12.0,20.0,42,1.0,,Lady reading hospital,19.405,66.929,Thursday,Thursday-March 31-2011,26 Raby` al-THaany 1432 A.H,"(34.1509,71.7359)",4,2011,0
306,306,307,2011-04-01,<ummalqura.hijri_date.HijriDate object at 0x122cbe518>,Working Day,,,dara adam khel,33.6854,71.5131,kpk,near a mosque in Dara adam khel bazar-khalid market,Market,Low,Open,peace committee members were present in mosque,Anti-Militants,Sunni,,1.0,2.0,8,1.0,8kg,,18.315,64.967,Friday,Friday-April 1-2011,27 Raby` al-THaany 1432 A.H,"(33.6854,71.5131)",4,2011,8
307,307,308,2011-04-03,<ummalqura.hijri_date.HijriDate object at 0x122cbe5c0>,Holiday,Weekend,around 5pm and second attack after 15min/5:16:00 PM and second attack after 25 min,d.g khan,30.05,70.6333,kpk,sakhi arwar shrine-40 km away from D.G Khan,Religious,Medium,Open,Urs ceremony,Religious,Sunni,42.0,50.0,100.0,114,2.0,,sakhi sarwar civil hospital-dera district headquarters hospital,23.035,73.46300000000002,Sunday,Sunday-April 3-2011,29 Raby` al-THaany 1432 A.H,"(30.05,70.6333)",4,2011,0
308,308,309,2011-04-04,<ummalqura.hijri_date.HijriDate object at 0x122cbe668>,Working Day,,Monday After Noon,lower dir,34.8453,71.9046,kpk,Bargain Car market in Munda area of Lower Dir District,Market,Low,Open,,Anti-Militants,Sunni,7.0,9.0,22.0,30,1.0,8Kg,Temargara Hospital,16.585,61.853,Monday,Monday-April 4-2011,30 Raby` al-THaany 1432 A.H,"(34.8453,71.9046)",4,2011,8
309,309,310,2011-04-07,<ummalqura.hijri_date.HijriDate object at 0x122cbe710>,Working Day,,7:50 AM,quetta,30.2095,67.0182,baluchistan,Gulistan road-also known as police lines,Residence,Medium,Open,,Police,None,,1.0,17.0,19,1.0,180kg,Civil hospital-CMH,20.76,69.368,Thursday,Thursday-April 7-2011,3 Jumaada al-awal 1432 A.H,"(30.2095,67.0182)",5,2011,180
310,310,311,2011-04-23,<ummalqura.hijri_date.HijriDate object at 0x122cbe780>,Working Day,,,bajaur agency,34.8718,71.5249,fata,Salarzai area-65 km northeast of khar,Mobile,Low,Open,,Anti-Militants,Sunni,,5.0,5.0,8,1.0,,Agency headquarter hospital in Miranshah,26.34,79.41199999999998,Saturday,Saturday-April 23-2011,19 Jumaada al-awal 1432 A.H,"(34.8718,71.5249)",5,2011,0
311,311,312,2011-05-13,<ummalqura.hijri_date.HijriDate object at 0x122cbe7f0>,Working Day,,6:00 AM,charsadda,34.1509,71.7359,kpk,FC headquarters in Shabqadar-30km from peshawar,Military,High,Open,FC personnel were gathered there,Military,None,82.0,95.0,128.0,140,2.0,16-20kg,LRH ,29.285,84.713,Friday,Friday-May 13-2011,,"(34.1509,71.7359)",6,2011,20
312,312,313,2011-05-14,<ummalqura.hijri_date.HijriDate object at 0x122cbe898>,Working Day,,11:20:00 AM/ 11:00 AM,d.g khan,30.05,70.6333,kpk,MCB bank-Main bazar of Taunsa Sharif,Bank,Low,Open,,civilian,None,,3.0,,9,1.0,,,33.87,92.966,Saturday,Saturday-May 14-2011,,"(30.05,70.6333)",6,2011,0
313,313,314,2011-05-25,<ummalqura.hijri_date.HijriDate object at 0x122cbe908>,Working Day,,4:40 AM,peshawar,34.0043,71.5448,kpk,CID station,Police,High,Closed,,Police,None,8.0,11.0,41.0,48,1.0,300kg,Lady reading hospital-khyber teaching complex-hayatabad medical complex,33.975,93.155,Wednesday,Wednesday-May 25-2011,,"(34.0043,71.5448)",6,2011,300
314,314,315,2011-05-26,<ummalqura.hijri_date.HijriDate object at 0x122cbe978>,Working Day,,6:00 PM,hangu,33.5351,71.0713,kpk,checkpoint close to Hangu police station and hangu DPO office,Police,High,Open,,Police,None,28.0,32.0,55.0,60,1.0,450kg,hungu district headquarter hospital,27.53,81.554,Thursday,Thursday-May 26-2011,,"(33.5351,71.0713)",6,2011,450
315,315,316,2011-05-28,<ummalqura.hijri_date.HijriDate object at 0x122cbe9e8>,Working Day,,10:00 AM,bajaur agency,34.8718,71.5249,fata,Bajaur Agency's salarzai village-near Afghan border,Market,Low,Open,,Anti-Militants,Sunni,,8.0,,11,1.0,,khar agency headquarter hospital,30.06,86.10799999999998,Saturday,Saturday-May 28-2011,,"(34.8718,71.5249)",6,2011,0
316,316,317,2011-06-05,<ummalqura.hijri_date.HijriDate object at 0x122cbea58>,Holiday,Weekend,8:45 PM,nowshehra,34.0322,73.0944,kpk,Army run Bakery on Mall road-Nowshehra cantt,Military,High,Closed,,Military,None,18.0,19.0,28.0,45,1.0,8Kg,Lady reading hospital,32.48,90.464,Sunday,Sunday-June 5-2011,,"(34.0322,73.0944)",7,2011,8
317,317,318,2011-06-12,<ummalqura.hijri_date.HijriDate object at 0x122cbeb00>,Holiday,Weekend,11:45 PM,peshawar,34.0043,71.5448,kpk,Khyber super market-peshawar cantt,Market,Low,Open,,Civilian,None,32.0,35.0,80.0,107,1.0,10 Kg,Lady reading hospital,31.05,87.89,Sunday,Sunday-June 12-2011,,"(34.0043,71.5448)",7,2011,10
318,318,319,2011-06-13,<ummalqura.hijri_date.HijriDate object at 0x122cbeba8>,Working Day,,3:00 PM,islamabad,33.718,73.0718,capital,silk bank in I-8 markaz,Bank,Low,Open,,Civilian,None,1.0,2.0,4.0,6,1.0,7kg,PIMS-Shifa International hospital,32.085,89.75299999999999,Monday,Monday-June 13-2011,,"(33.718,73.0718)",7,2011,7
319,319,320,2011-06-25,<ummalqura.hijri_date.HijriDate object at 0x122cbec50>,Working Day,,,d.i khan,31.8238,70.9095,kpk,Kolache Town,Police,High,Closed,,Police,None,,10.0,3.0,5,1.0,,,32.925,91.265,Saturday,Saturday-June 25-2011,,"(31.8238,70.9095)",7,2011,0
320,320,321,2011-07-11,<ummalqura.hijri_date.HijriDate object at 0x122cbecc0>,Working Day,,,peshawar,34.0043,71.5448,kpk,Bazar in Central Battagram,Market,Low,Open,,Government Official,None,,7.0,25.0,26,1.0,,Battagram District Headquarters hospital,31.545,88.781,Monday,Monday-July 11-2011,,"(34.0043,71.5448)",8,2011,0
321,321,322,2011-07-21,<ummalqura.hijri_date.HijriDate object at 0x122cbed68>,Working Day,,,south waziristan,32.3202,69.8597,fata,South waziristan,Mobile,Low,Open,,Foreigner,,,,,2,1.0,,Jandola hospital,24.3,75.74,Thursday,Thursday-July 21-2011,,"(32.3202,69.8597)",8,2011,0
322,322,323,2011-07-24,<ummalqura.hijri_date.HijriDate object at 0x122cbedd8>,Holiday,Weekend,,south waziristan,32.3202,69.8597,fata,Security Checkpost in chak Malai Area,Military,High,Open,,Military,,,1.0,,7,1.0,,,25.195,77.351,Sunday,Sunday-July 24-2011,,"(32.3202,69.8597)",8,2011,0
323,323,324,2011-08-06,<ummalqura.hijri_date.HijriDate object at 0x122cbee80>,Working Day,,,mohmand agency,32.9746,70.1456,fata,Danish Kol Bazaar Pandyali,Market,Low,Open,,Military,,,1.0,,0,1.0,,,24.745,76.541,Saturday,Saturday-August 6-2011,,"(32.9746,70.1456)",9,2011,0
324,324,325,2011-08-11,<ummalqura.hijri_date.HijriDate object at 0x122cbeef0>,Working Day,,,peshawar,34.0043,71.5448,kpk,Check post near lahori gate,Police,High,Open,,Police,,0.0,2.0,,12,1.0,,,30.1,86.18,Thursday,Thursday-August 11-2011,,"(34.0043,71.5448)",9,2011,0
325,325,326,2011-08-19,<ummalqura.hijri_date.HijriDate object at 0x122cbef60>,Working Day,,Friday prayer time,khyber agency,34.0211,71.2874,kpk,Jamia Masjid Madina in Ghundi Area of Jamrud,Religious,Medium,Closed,,Civilian,,47.0,60.0,70.0,130,1.0,,Tehsil Headquarters hospital Jamrud-Hayatabad Medical complex-Khyber Teaching Hospital,30.6,87.08,Friday,Friday-August 19-2011,,"(34.0211,71.2874)",9,2011,0
326,326,327,2011-08-31,<ummalqura.hijri_date.HijriDate object at 0x122cbc048>,Holiday,Eid-ul-Fitar,Wednesday Morning just after offering Eid prayers,quetta,30.2095,67.0182,baluchistan,near the Eidgah in Marriabad Major Muhammad Ali Shaheed Road.,Religious,Medium,Open,,religious,Shiite,11.0,13.0,12.0,25,1.0,60kg,city hospitals ,25.59,78.062,Wednesday,Wednesday-August 31-2011,5 SHawwal 1432 A.H.,"(30.2095,67.0182)",10,2011,60
327,327,328,2011-09-01,<ummalqura.hijri_date.HijriDate object at 0x122cbc0b8>,Holiday,Eid-ul-Fitar,Thursday night ,lakki marwat,32.6018,70.9148,kpk,near a police station in Darra Pezu Town,Police,High,Open,,Police,,3.0,2.0,14.0,25,1.0,300kg,,20.84,69.512,Thursday,Thursday-September 1-2011,6 SHawwal 1432 A.H.,"(32.6018,70.9148)",10,2011,300
328,328,329,2011-09-07,<ummalqura.hijri_date.HijriDate object at 0x122cbc0f0>,Working Day,,,quetta,30.2095,67.0182,baluchistan,FC DIG's residence at Anscumb road ,Military,High,Closed,,Military,,26.0,28.0,60.0,82,2.0,100kg,Civil hospital-CMH,28.465,83.23700000000002,Wednesday,Wednesday-September 7-2011,,"(30.2095,67.0182)",10,2011,100
329,329,330,2011-09-15,<ummalqura.hijri_date.HijriDate object at 0x122cbc128>,Working Day,,After noon,lower dir,34.8453,71.9046,kpk,Jandola Town in Lower Dir-100 km from swat valley,Park/Ground,Low,Open,,Civilian,,26.0,34.0,63.0,75,1.0,,,27.235,81.023,Thursday,Thursday-September 15-2011,,"(34.8453,71.9046)",10,2011,0
330,330,331,2011-09-19,<ummalqura.hijri_date.HijriDate object at 0x122cbc160>,Working Day,,7:30 AM,karachi,24.9918,66.9911,sindh,Street 32-off Saba Avenue-DHA Phase VIII-house of CID SSP,Police,High,Open,,Police,,,8.0,4.0,7,1.0,300kg,,29.195,84.551,Monday,Monday-September 19-2011,,"(24.9918,66.9911)",10,2011,300
331,331,332,2011-10-28,<ummalqura.hijri_date.HijriDate object at 0x122cbc1d0>,Working Day,,,nowshehra,34.0322,73.0944,kpk,Risalpur area of the Nowshera district,Police,,,,Police,,,2.0,,,1.0,,,17.535,63.563,Friday,Friday-October 28-2011,,"(34.0322,73.0944)",12,2011,0
332,332,333,2011-11-07,<ummalqura.hijri_date.HijriDate object at 0x122cbc278>,Working Day,,,swabi,34.1335,72.4702,kpk,Malikabad area of Swabi,Government Official,,,,Government Official,,,3.0,,9,,,,19.065,66.317,Monday,Monday-November 7-2011,,"(34.1335,72.4702)",12,2011,0
333,333,334,2011-11-16,<ummalqura.hijri_date.HijriDate object at 0x122cbc2e8>,Working Day,,,karachi,24.9918,66.9911,sindh,Sea view-clifton-at lover's point adjacent to village hotel,Mobile,Low,Open,,Police,None,5.0,7.0,,1,1.0,,Jinnah Postgraduate Medical Center,25.305,77.54899999999998,Wednesday,Wednesday-November 16-2011,,"(24.9918,66.9911)",12,2011,0
334,334,335,2011-11-18,<ummalqura.hijri_date.HijriDate object at 0x122cbc320>,Working Day,,3:38AM,karachi,24.9918,66.9911,sindh,Block 13-near Pehlwan Goth roundabout-Gulistan-e-Jauhar,Residence,Low,Closed,,Military,None,,1.0,,,1.0,,Jinnah Postgraduate Medical Center,27.245,81.041,Friday,Friday-November 18-2011,,"(24.9918,66.9911)",12,2011,0
